date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:17:49	102485/102485	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-4-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-4-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:50	45958/45958	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-5.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-5.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:50	43397/43397	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-5-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-5-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:51	37604/37604	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/team-1.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/team-1.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:51	37689/37689	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/team-1-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/team-1-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:51	34406/34406	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/team-2.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/team-2.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:52	34485/34485	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/team-2-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/team-2-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:52	35991/35991	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/team-detail-1.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/team-detail-1.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:53	36068/36068	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/team-detail-1-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/team-detail-1-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:53	39889/39889	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/team-detail-2.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/team-detail-2.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
